"総勘定元帳 (2023年11月~2023年11月）"
"勘定科目","取引日","決算整理仕訳","相手勘定科目","税区分","取引先","品目","部門","管理番号","メモタグ","備考","勘定科目コード","相手取引先","相手品目","相手部門","相手メモタグ","相手備考","相手勘定科目コード","取引内容","発行元","借方金額","貸方金額","残高"
"現金","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","9563160"
"現金","2023-11-20","0","三菱ＵＦＪ　名高速両替金","対象外","","","","","","","","","","","","","","","","440000","","10003160"
"現金","2023-11-20","0","三菱ＵＦＪ　名高速両替金","対象外","","","","","","","","","","","","","","","","820000","","10823160"
"現金","2023-11-20","0","三菱ＵＦＪ　名高速両替金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","","583500","10239660"
"現金","2023-11-21","0","三菱ＵＦＪ　名高速両替金","対象外","","","","","","","","","","","","","","","","840000","","11079660"
"現金","2023-11-21","0","三菱ＵＦＪ　名高速両替金","対象外","","","","","","","","","","","","","","","","540000","","11619660"
"現金","2023-11-21","0","三菱ＵＦＪ　名高速両替金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","","1679500","9940160"
"現金","2023-11-22","0","三菱ＵＦＪ　名高速両替金","対象外","","","","","","","","","","","","","","","","540000","","10480160"
"現金","2023-11-22","0","三菱ＵＦＪ　名高速両替金","対象外","","","","","","","","","","","","","","","","820000","","11300160"
"現金","2023-11-22","0","三菱ＵＦＪ　名高速両替金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","","545000","10755160"
"現金","2023-11-24","0","三菱ＵＦＪ　名高速両替金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","","545500","10209660"
"現金","2023-11-27","0","三菱ＵＦＪ　名高速両替金","対象外","","","","","","","","","","","","","","","","1040000","","11249660"
"現金","2023-11-27","0","三菱ＵＦＪ　名高速両替金","対象外","","","","","","","","","","","","","","","","520000","","11769660"
"現金","2023-11-27","0","三菱ＵＦＪ　名高速両替金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","","1093000","10676660"
"現金","2023-11-28","0","三菱ＵＦＪ　名高速両替金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","","1720000","8956660"
"現金","2023-11-29","0","三菱ＵＦＪ　名高速両替金","対象外","","","","","","","","","","","","","","","","540000","","9496660"
"現金","2023-11-29","0","三菱ＵＦＪ　名高速両替金","対象外","","","","","","","","","","","","","","","","820000","","10316660"
"現金","2023-11-29","0","三菱ＵＦＪ　名高速両替金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","","571000","9745660"
"現金","2023-11-30","0","三菱ＵＦＪ　名高速両替金","対象外","","","","","","","","","","","","","","","","940000","","10685660"
"現金","2023-11-30","0","三菱ＵＦＪ　名高速両替金","対象外","","","","","","","","","","","","","","","","520000","","11205660"
"現金","2023-11-30","0","三菱ＵＦＪ　名高速両替金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","","545500","10660160"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","24875155"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-20","0","三菱ＵＦＪ　愛西","対象外","","","","","","","","","","","","","","振替ＢＩＺ・５３４－フ０００８６５３","","1912000","","26787155"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-20","0","三菱ＵＦＪ　富士宮","対象外","","","","","","","","","","","","","","振替ＢＩＺ・５３４－フ０００８６５３","","1843000","","28630155"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-20","0","三菱ＵＦＪ　北・鶴見","対象外","","","","","","","","","","","","","","振替ＢＩＺ・５３４－フ０００８６５３","","440","","28630595"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-20","0","三菱ＵＦＪ　福山","対象外","","","","","","","","","","",""," ","","振替ＢＩＺ・５３４－フ０００８６５３","","","30614","28599981"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-20","0","売掛金","対象外","","","","","","","","","","大村市斎場","","","142","振込２・オオムラシカンキヨウホゼンカ","","1499292","","30099273"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-20","0","雑収入","対象外","","","","","","","","","","","","","816","振込２・コカ．コ－ラボトラ－ス","","2419","","30101692"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-20","0","支払手数料","対象外","","","","","","","","","","経理課","","","766","ＢＺ手数料","","","1314","30100378"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-20","0","荷造運賃","対象外","","","","","","","","","","","","","751","口座振替３・ＲＬ）コウノウユウビン","","","16540","30083838"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-20","0","リース料","対象外","","","","","","","","","","","","","768","口座振替３・ＲＬ）リコ－ジヤパン","","","249633","29834205"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-20","0","売掛金","対象外","","","","","","","","","","美作レインボーホール","","","142","振込１・ミマサカシカイケイカンリシ","","1249380","","31083585"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-20","0","売掛金","対象外","","","","","","","","","","鈴鹿市斎苑","","","142","振込１・スズカシ","","2959000","","34042585"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-20","0","売掛金","対象外","","","","","","","","","","北大谷斎場","","","142","振込１・ＹＣセイカツカンキヨウカ","","9329000","","43371585"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-20","0","仮払金","対象外","","","","","","","","","小口現金","北大谷斎場","","","176","カ－ド","","","150000","43221585"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-20","0","仮払金","対象外","","","","","","","","","小口現金","北大谷斎場","","","176","カ－ド","","","100000","43121585"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-20","0","仮払金","対象外","","","","","","","","","小口現金","北大谷斎場","","","176","カ－ド","","","100000","43021585"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-20","0","未払金","対象外","","","","","","","","","","経営","","","420","振込ＢＺ２・ニホンロテツクス（カ","","","16445000","26576585"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-20","0","支払手数料","対象外","","","","","","","","","","経営","","","766","為替手数料・フリコミ　テスウリヨウ","","","550","26576035"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-20","0","諸口","対象外","","","","立替経費","","","","","","","","","","","","","1233535","25342500"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-20","0","雑収入","対象外","","","","","","","","","","経営","","","816","振込２・ダイナミツクベンデインク","","8760","","25351260"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-21","0","売掛金","対象外","","","","","","","","","","松山市斎場","","","142","振込２・マツヤマシセイカツエイセイカ","","2270583","","27621843"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-22","0","支払手数料","対象外","","","","","","","","","","経営","","","766","為替手数料・フリコミ　テスウリヨウ","","","550","27621293"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-22","0","支払手数料","対象外","","","","","","","","","","経営","","","766","為替手数料・フリコミ　テスウリヨウ","","","440","27620853"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-22","0","支払手数料","対象外","","","","","","","","","","経営","","","766","為替手数料・フリコミ　テスウリヨウ","","","330","27620523"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-22","0","仮払金","対象外","","","","","","","","","","","","","176","振込ＢＺ２・アサカワ　コウタ","","","220827","27399696"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-22","0","仮払金","対象外","","","","","","","","","","","","","176","カ－ド","","150000","","27549696"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-22","0","仮払金","対象外","","","","","","","","","","","","","176","振込ＢＺ２・ユジ　ナオキ","","","4000","27545696"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-22","0","未払金","対象外","","","","","","","","","","経営","","","420","振込ＢＺ１・エヌデイ－ケ－（カ","","","5313000","22232696"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-24","0","売掛金","対象外","","","","","","","","","","伊勢広域斎場","","","142","振込１・イセコウイキカンキヨウクミアイ","","2648800","","24881496"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-24","0","仮払金","対象外","","","","","","","","","","","","","176","振込ＢＺ２・キムラトモアキ","","","150000","24731496"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-24","0","支払手数料","対象外","","","","","","","","","","経営","","","766","為替手数料・フリコミ　テスウリヨウ","","","550","24730946"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-24","0","三菱ＵＦＪ　山形","対象外","","","","","","","","","","","","","","振替ＢＩＺ・５３４－フ０００８６５３","","","2000000","22730946"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-24","0","三菱ＵＦＪ　北九州レストラン","対象外","","","","","","","","","","",""," ","","振替ＢＩＺ・５３４－フ０００８６５３","","","1000000","21730946"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-24","0","三菱ＵＦＪ　県央みずほ","対象外","","","","","","","","","","","","","","振替ＢＩＺ・５３４－フ０００８６５３","","3324000","","25054946"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-27","0","三菱ＵＦＪ　館林","対象外","","","","","","","","","","","","","","振替ＢＩＺ・５３４－フ０００８６５３","","","100000","24954946"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-27","0","三菱ＵＦＪ　大津","対象外","","","","","","","","","","","","","","振替ＢＩＺ・５３４－フ０００８６５３","","5000000","","29954946"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-27","0","売掛金","対象外","","","","","","","","","","桑名市斎場","","","142","振込２・クワナシカンキヨウタ","","3778225","","33733171"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-27","0","売掛金","対象外","","","","","","","","","","加西市斎場","","","142","振込２・カサイシ","","1159270","","34892441"
"三菱ＵＦＪ　ＬＬＰメイン","2023-11-27","0","水道光熱費","対象外","","","","","","","","","","経営","","","763","電気・チユウブデンリヨク","","","2830","34889611"
